time, amp
99.136000,-39.876365
99.157333,-29.820761
99.178667,-26.878227
99.200000,-24.278143
99.221333,-23.488119
99.242667,-25.063452
99.264000,-29.948956
99.285333,-31.265987
99.306667,-28.875006
99.328000,-25.909760
99.349333,-23.499883
99.370667,-22.405278
99.392000,-28.094203
99.413333,-32.437306
99.434667,-31.101643
99.456000,-26.257768
99.477333,-27.314608
99.498667,-26.976553
99.520000,-28.987129
99.541333,-29.001923
99.562667,-33.350183
99.584000,-40.644794
99.605333,-41.163580
99.626667,-36.379104
99.648000,-31.222785
99.669333,-32.966759
99.690667,-35.779460
99.712000,-34.754578
99.733333,-35.377831
99.754667,-41.960719
99.776000,-44.795520
99.797333,-27.601184
99.818667,-25.053085
99.840000,-28.636941
99.861333,-36.764186
99.882667,-41.370157
99.904000,-44.603400
99.925333,-42.863408
99.946667,-39.808362
99.968000,-30.092165
99.989333,-29.166312
100.010667,-29.051553
100.032000,-34.296087
100.053333,-39.353886
100.074667,-44.195104
100.096000,-38.125695
100.117333,-35.853671
100.138667,-36.179883
100.160000,-35.701468
100.181333,-42.346494
100.202667,-45.279734
100.224000,-44.502400
100.245333,-49.571839
100.266667,-27.370554
100.288000,-27.676969
100.309333,-33.888865
100.330667,-39.955979
100.352000,-43.724056
100.373333,-37.422882
100.394667,-27.533546
100.416000,-34.221353
100.437333,-37.074400
100.458667,-39.627264
100.480000,-37.358426
100.501333,-34.207936
100.522667,-30.910441
100.544000,-28.043736
100.565333,-29.198257
100.586667,-33.218701
100.608000,-31.683220
100.629333,-32.949519
100.650667,-31.516947
100.672000,-30.305513
100.693333,-29.848131
100.714667,-32.490261
100.736000,-38.763026
100.757333,-43.270787
100.778667,-39.831534
100.800000,-37.621561
100.821333,-31.031084
100.842667,-34.981454
100.864000,-41.919585
100.885333,-32.629961
100.906667,-29.693783
100.928000,-30.281950
100.949333,-32.330079
100.970667,-39.398586
100.992000,-43.297642
101.013333,-44.598705
101.034667,-47.296248
101.056000,-46.280560
101.077333,-30.205941
101.098667,-31.370666
101.120000,-35.290033
101.141333,-39.297004
101.162667,-35.957740
101.184000,-36.101205
101.205333,-37.757283
101.226667,-38.945502
101.248000,-32.994929
101.269333,-32.136156
101.290667,-33.267696
101.312000,-32.531000
101.333333,-32.261858
101.354667,-32.641060
101.376000,-35.238862
101.397333,-33.166566
101.418667,-32.033492
101.440000,-31.939108
101.461333,-30.004665
101.482667,-31.676349
101.504000,-34.494489
101.525333,-40.237874
101.546667,-41.907735
101.568000,-39.218875
101.589333,-33.584185
101.610667,-33.235667
101.632000,-36.351340
101.653333,-35.376847
101.674667,-29.019553
101.696000,-29.721496
101.717333,-30.733324
101.738667,-37.777241
101.760000,-39.648560
101.781333,-42.608822
101.802667,-34.447845
101.824000,-33.092564
101.845333,-32.482630
101.866667,-32.256784
101.888000,-36.358316
101.909333,-34.073576
101.930667,-34.264882
101.952000,-30.753744
101.973333,-28.970696
101.994667,-28.895576
102.016000,-31.509709
102.037333,-40.682788
102.058667,-44.198860
102.080000,-48.120383
102.101333,-42.134894
102.122667,-31.507173
102.144000,-33.233836
102.165333,-34.984226
102.186667,-37.665542
102.208000,-42.965983
102.229333,-47.686952
102.250667,-42.462513
102.272000,-44.330233
102.293333,-47.172601
102.314667,-40.012975
102.336000,-35.147017
102.357333,-27.997771
102.378667,-30.100451
102.400000,-41.217173
102.421333,-41.546728
102.442667,-38.879378
102.464000,-29.568634
102.485333,-30.983843
102.506667,-33.427040
102.528000,-35.393254
102.549333,-31.843987
102.570667,-31.816723
102.592000,-37.182251
102.613333,-39.376312
102.634667,-38.018143
102.656000,-37.068842
102.677333,-36.193020
102.698667,-35.474725
102.720000,-36.243707
102.741333,-36.348989
102.762667,-35.025363
102.784000,-38.926006
102.805333,-35.895859
102.826667,-41.271915
102.848000,-38.701389
102.869333,-37.025993
102.890667,-38.006392
102.912000,-45.463628
102.933333,-45.724896
102.954667,-39.087033
102.976000,-35.843680
102.997333,-35.705148
103.018667,-37.429396
103.040000,-38.644885
103.061333,-37.941786
103.082667,-34.476672
103.104000,-29.557016
103.125333,-33.010995
103.146667,-34.660225
103.168000,-33.062639
103.189333,-34.006123
103.210667,-42.854260
103.232000,-35.633777
103.253333,-38.841109
103.274667,-41.627974
103.296000,-43.327616
103.317333,-38.110198
103.338667,-35.638462
103.360000,-34.931598
103.381333,-39.763042
103.402667,-35.685014
103.424000,-36.610473
103.445333,-36.654031
103.466667,-34.350793
103.488000,-40.970003
103.509333,-39.395016
103.530667,-42.656721
103.552000,-42.147926
103.573333,-38.084761
103.594667,-37.416795
103.616000,-37.564268
103.637333,-40.618910
103.658667,-43.161674
103.680000,-39.535641
103.701333,-34.930377
103.722667,-36.396062
103.744000,-36.420014
103.765333,-37.798633
103.786667,-41.293217
103.808000,-44.513472
103.829333,-41.799885
103.850667,-42.675882
103.872000,-48.328953
103.893333,-46.502524
103.914667,-48.954393
103.936000,-43.741205
103.957333,-48.540378
103.978667,-46.211986
104.000000,-50.842858
104.021333,-44.005521
104.042667,-46.810073
104.064000,-47.565390
104.085333,-42.580326
104.106667,-44.677437
104.128000,-42.285063
104.149333,-47.192502
104.170667,-42.999265
104.192000,-45.804632
104.213333,-49.402270
104.234667,-48.312097
104.256000,-47.988175
104.277333,-44.728395
104.298667,-49.046481
104.320000,-47.413467
104.341333,-49.422014
104.362667,-47.407811
104.384000,-44.557299
104.405333,-47.331604
104.426667,-47.123202
104.448000,-47.524674
104.469333,-47.331082
104.490667,-47.587789
104.512000,-47.494390
104.533333,-50.961329
104.554667,-45.857340
104.576000,-48.853353
104.597333,-46.519367
104.618667,-47.734461
104.640000,-48.320172
104.661333,-48.337777
104.682667,-49.501371
104.704000,-45.897238
104.725333,-50.909579
104.746667,-48.130012
104.768000,-51.027627
104.789333,-49.726617
104.810667,-50.305378
104.832000,-51.170763
104.853333,-45.991981
104.874667,-44.298918
104.896000,-48.902526
104.917333,-49.643574
104.938667,-46.933028
104.960000,-49.765232
104.981333,-45.997748
105.002667,-50.725051
105.024000,-47.059728
105.045333,-44.230939
105.066667,-46.714026
105.088000,-47.600488
105.109333,-46.195029
105.130667,-46.429391
105.152000,-45.599682
105.173333,-43.905701
105.194667,-47.381307
105.216000,-46.477687
105.237333,-48.082404
105.258667,-49.765152
105.280000,-46.017650
105.301333,-45.616214
105.322667,-47.350461
105.344000,-46.011453
105.365333,-43.273843
105.386667,-46.993330
105.408000,-44.024852
105.429333,-50.407082
105.450667,-43.435751
105.472000,-45.383679
105.493333,-48.273378
105.514667,-47.136927
105.536000,-48.844122
105.557333,-45.701578
105.578667,-50.351157
105.600000,-45.569022
105.621333,-46.660484
105.642667,-50.798256
105.664000,-42.572295
105.685333,-35.611551
105.706667,-43.081986
105.728000,-42.536605
105.749333,-48.705802
105.770667,-47.667921
105.792000,-44.085336
105.813333,-48.659674
105.834667,-44.516438
105.856000,-44.152800
105.877333,-48.090637
105.898667,-45.647764
105.920000,-46.864277
105.941333,-44.509010
105.962667,-48.450908
105.984000,-44.950658
106.005333,-48.610974
106.026667,-48.306559
106.048000,-46.199325
106.069333,-46.446792
106.090667,-45.509637
106.112000,-47.985403
106.133333,-45.779703
106.154667,-45.699878
106.176000,-46.333163
106.197333,-47.236018
106.218667,-49.957678
106.240000,-46.091045
106.261333,-48.268540
106.282667,-46.467656
106.304000,-44.774134
106.325333,-45.769850
106.346667,-45.762344
106.368000,-43.550944
106.389333,-45.685356
106.410667,-45.560957
106.432000,-48.851885
106.453333,-44.067500
106.474667,-47.993093
106.496000,-44.463565
106.517333,-45.410462
106.538667,-49.161111
106.560000,-51.941396
106.581333,-51.665900
106.602667,-50.695628
106.624000,-46.623351
106.645333,-46.429659
106.666667,-48.287679
106.688000,-43.666659
106.709333,-41.168541
106.730667,-40.741509
106.752000,-46.043177
106.773333,-44.790289
106.794667,-45.902168
106.816000,-45.599504
106.837333,-46.536752
106.858667,-49.905960
106.880000,-44.409739
106.901333,-46.369363
106.922667,-45.128049
106.944000,-44.662878
106.965333,-49.066713
106.986667,-44.310152
107.008000,-45.275916
107.029333,-45.061261
107.050667,-49.592186
107.072000,-43.792542
107.093333,-46.543490
107.114667,-42.746080
107.136000,-42.957661
107.157333,-40.578198
107.178667,-36.753810
107.200000,-33.180105
107.221333,-34.570898
107.242667,-35.421598
107.264000,-37.262877
107.285333,-38.949166
107.306667,-39.459292
107.328000,-41.647284
107.349333,-45.917133
107.370667,-43.736012
107.392000,-45.175435
107.413333,-44.492377
107.434667,-45.938955
107.456000,-44.225264
107.477333,-47.253866
107.498667,-46.611206
107.520000,-46.365601
107.541333,-47.435660
107.562667,-44.503857
107.584000,-47.105929
107.605333,-50.052195
107.626667,-47.460279
107.648000,-51.009549
107.669333,-46.352351
107.690667,-41.693494
107.712000,-48.571621
107.733333,-44.092676
107.754667,-45.047981
107.776000,-51.199052
107.797333,-46.062086
107.818667,-48.668043
107.840000,-46.447925
107.861333,-49.658027
107.882667,-47.974374
107.904000,-47.998930
107.925333,-41.383472
107.946667,-43.387743
107.968000,-41.235468
107.989333,-45.596543
108.010667,-42.323503
108.032000,-44.710235
108.053333,-44.257246
108.074667,-42.599473
108.096000,-41.186944
108.117333,-38.850977
108.138667,-44.232430
108.160000,-44.189012
108.181333,-42.841581
108.202667,-43.097683
108.224000,-39.678289
108.245333,-36.922368
108.266667,-41.400445
108.288000,-34.308786
108.309333,-37.571984
108.330667,-40.357844
108.352000,-40.102965
108.373333,-44.479096
108.394667,-43.550594
108.416000,-44.091054
108.437333,-43.834768
108.458667,-43.041567
108.480000,-48.489416
108.501333,-42.963255
108.522667,-44.400828
108.544000,-45.520694
108.565333,-42.338381
108.586667,-42.111003
108.608000,-44.266025
108.629333,-46.147628
108.650667,-46.927373
108.672000,-45.659463
108.693333,-41.331934
108.714667,-39.559197
108.736000,-40.079504
108.757333,-39.911111
108.778667,-40.798316
108.800000,-41.152055
108.821333,-42.836832
108.842667,-43.404104
108.864000,-40.818589
108.885333,-42.149428
108.906667,-43.647172
108.928000,-46.751119
108.949333,-47.552555
108.970667,-48.078365
108.992000,-46.504942
109.013333,-38.783712
109.034667,-35.498028
109.056000,-37.967875
109.077333,-40.796524
109.098667,-43.826227
109.120000,-43.105017
109.141333,-44.722440
109.162667,-46.153717
109.184000,-49.288943
109.205333,-46.043135
109.226667,-42.086704
109.248000,-41.037178
109.269333,-37.076365
109.290667,-38.855738
109.312000,-38.057923
109.333333,-39.328208
109.354667,-38.506108
109.376000,-40.429190
109.397333,-42.348255
109.418667,-42.212013
109.440000,-44.275113
109.461333,-43.050744
109.482667,-41.503109
109.504000,-41.174501
109.525333,-44.335859
109.546667,-41.189496
109.568000,-38.033290
109.589333,-40.981650
109.610667,-43.339775
109.632000,-43.326475
109.653333,-44.926457
109.674667,-43.250309
109.696000,-37.077792
109.717333,-36.427139
109.738667,-36.997218
109.760000,-37.672073
109.781333,-38.124991
109.802667,-39.875221
109.824000,-41.400461
109.845333,-40.689229
109.866667,-39.404521
109.888000,-41.644630
109.909333,-44.760722
109.930667,-34.695490
109.952000,-35.904866
109.973333,-38.265445
109.994667,-40.454858
110.016000,-39.636438
110.037333,-39.601949
110.058667,-40.660715
110.080000,-40.641414
110.101333,-41.614498
110.122667,-43.107081
110.144000,-45.416201
110.165333,-32.623072
110.186667,-30.011342
110.208000,-33.113529
110.229333,-36.381926
110.250667,-39.467623
110.272000,-40.135171
110.293333,-38.839315
110.314667,-37.496319
110.336000,-39.768364
110.357333,-37.922603
110.378667,-35.753524
110.400000,-36.140463
110.421333,-35.997895
110.442667,-34.645468
110.464000,-27.991603
110.485333,-27.046538
110.506667,-29.195878
110.528000,-30.667206
110.549333,-31.448482
110.570667,-34.370425
110.592000,-33.081335
110.613333,-34.477565
110.634667,-37.222432
110.656000,-34.561536
110.677333,-33.216218
110.698667,-35.819048
110.720000,-37.959101
110.741333,-41.064215
110.762667,-42.216921
110.784000,-41.541918
110.805333,-38.720999
110.826667,-38.547794
110.848000,-40.156905
110.869333,-39.599817
110.890667,-33.807583
110.912000,-33.206892
110.933333,-37.778684
110.954667,-36.444296
110.976000,-33.097888
110.997333,-34.075435
111.018667,-37.798771
111.040000,-39.399784
111.061333,-40.329274
111.082667,-38.605582
111.104000,-40.518587
111.125333,-37.017656
111.146667,-36.815916
111.168000,-39.859125
111.189333,-45.405464
111.210667,-42.583971
111.232000,-46.123286
111.253333,-41.607151
111.274667,-41.591485
111.296000,-42.010956
111.317333,-40.257008
111.338667,-40.506967
111.360000,-41.835368
111.381333,-43.638888
111.402667,-43.326905
111.424000,-46.005052
111.445333,-45.801506
111.466667,-47.236953
111.488000,-47.483321
111.509333,-49.023839
111.530667,-47.379471
111.552000,-48.212428
111.573333,-44.547496
111.594667,-33.270050
111.616000,-31.502182
111.637333,-32.770464
111.658667,-36.141027
111.680000,-39.344837
111.701333,-40.803443
111.722667,-43.206666
111.744000,-41.555773
111.765333,-43.223004
111.786667,-43.330027
111.808000,-43.954578
111.829333,-43.387602
111.850667,-33.642988
111.872000,-33.298067
111.893333,-36.737675
111.914667,-38.885939
111.936000,-39.025386
111.957333,-41.721018
111.978667,-41.742387
112.000000,-44.177354
112.021333,-43.811831
112.042667,-42.017217
112.064000,-41.514557
112.085333,-44.082016
112.106667,-37.506827
112.128000,-38.549002
112.149333,-39.296957
112.170667,-41.664087
112.192000,-43.265901
112.213333,-43.514206
112.234667,-43.984364
112.256000,-41.740059
112.277333,-40.813286
112.298667,-40.934819
112.320000,-42.842798
112.341333,-31.745329
112.362667,-36.219722
112.384000,-39.214115
112.405333,-40.263749
112.426667,-38.808326
112.448000,-40.814070
112.469333,-42.721480
112.490667,-40.832268
112.512000,-43.608954
112.533333,-47.110686
112.554667,-46.774017
112.576000,-35.006271
112.597333,-36.095282
112.618667,-38.513198
112.640000,-39.062094
112.661333,-40.664471
112.682667,-41.718494
112.704000,-42.219976
112.725333,-43.154848
112.746667,-43.222731
112.768000,-44.231500
112.789333,-43.208869
112.810667,-35.544769
112.832000,-36.424471
112.853333,-40.282589
112.874667,-39.551969
112.896000,-39.609096
112.917333,-39.061217
112.938667,-41.145274
112.960000,-38.054036
112.981333,-39.558995
113.002667,-41.680635
113.024000,-41.248844
113.045333,-38.435452
113.066667,-32.850954
113.088000,-35.667054
113.109333,-37.846591
113.130667,-40.235963
113.152000,-41.329236
113.173333,-44.500953
113.194667,-42.088248
113.216000,-41.805199
113.237333,-43.058280
113.258667,-41.659099
113.280000,-41.933643
113.301333,-43.012854
113.322667,-37.260477
113.344000,-39.265738
113.365333,-38.965814
113.386667,-38.778127
113.408000,-36.442910
113.429333,-40.047851
113.450667,-41.328176
113.472000,-40.042454
113.493333,-42.880834
113.514667,-41.402629
113.536000,-42.617539
113.557333,-43.716325
113.578667,-42.171966
113.600000,-39.855194
113.621333,-38.367838
113.642667,-37.987510
113.664000,-40.063512
113.685333,-41.984968
113.706667,-44.451016
113.728000,-41.129498
113.749333,-41.128492
113.770667,-42.183920
113.792000,-42.697677
113.813333,-38.361086
113.834667,-33.254627
113.856000,-36.369773
113.877333,-37.476091
113.898667,-36.875965
113.920000,-37.531130
113.941333,-40.863946
113.962667,-39.993950
113.984000,-42.510359
114.005333,-42.358369
114.026667,-42.617350
114.048000,-44.589305
114.069333,-42.195290
114.090667,-37.715590
114.112000,-38.313780
114.133333,-39.131631
114.154667,-41.344184
114.176000,-43.369525
114.197333,-40.198900
114.218667,-43.306136
114.240000,-42.473315
114.261333,-41.658935
114.282667,-43.297344
114.304000,-43.364228
114.325333,-46.581043
114.346667,-42.955197
114.368000,-38.730441
114.389333,-37.405741
114.410667,-40.170192
114.432000,-41.841091
114.453333,-44.625502
114.474667,-45.071669
114.496000,-43.113707
114.517333,-47.538149
114.538667,-45.690464
114.560000,-44.365300
114.581333,-44.255057
114.602667,-46.771673
114.624000,-34.437643
114.645333,-36.598098
114.666667,-37.976474
114.688000,-40.696439
114.709333,-43.115397
114.730667,-44.226397
114.752000,-44.905935
114.773333,-44.200349
114.794667,-47.074082
114.816000,-42.553099
114.837333,-45.925117
114.858667,-43.333225
114.880000,-41.448834
114.901333,-37.082355
114.922667,-38.063410
114.944000,-41.442793
114.965333,-43.193065
114.986667,-44.349125
115.008000,-46.277146
115.029333,-47.771852
115.050667,-43.561810
115.072000,-45.084290
115.093333,-48.023141
115.114667,-42.378083
115.136000,-41.483671
115.157333,-35.520546
115.178667,-38.102698
115.200000,-40.058656
115.221333,-43.302640
115.242667,-41.731377
115.264000,-42.175440
115.285333,-42.364743
115.306667,-41.802510
115.328000,-47.724001
115.349333,-44.747212
115.370667,-48.715134
115.392000,-44.994164
115.413333,-37.185586
115.434667,-36.488870
115.456000,-40.120553
115.477333,-41.134889
115.498667,-43.879625
115.520000,-44.999857
115.541333,-41.271964
115.562667,-44.786161
115.584000,-43.637649
115.605333,-45.614645
115.626667,-48.607011
115.648000,-44.967233
115.669333,-47.445832
115.690667,-33.721671
115.712000,-36.588479
115.733333,-38.159888
115.754667,-41.899373
115.776000,-42.053190
115.797333,-42.646964
115.818667,-43.261453
115.840000,-45.174048
115.861333,-43.207975
115.882667,-43.322360
115.904000,-42.259492
115.925333,-40.770582
115.946667,-42.622175
115.968000,-42.200907
115.989333,-42.087189
116.010667,-40.988651
116.032000,-44.407529
116.053333,-45.204877
116.074667,-47.332905
116.096000,-45.507854
116.117333,-42.371268
116.138667,-43.360337
116.160000,-40.137781
116.181333,-39.633057
116.202667,-42.092563
116.224000,-41.643318
116.245333,-42.684670
116.266667,-45.372282
116.288000,-48.476191
116.309333,-45.079912
116.330667,-43.002006
116.352000,-48.137718
116.373333,-47.325694
116.394667,-44.396667
116.416000,-46.147600
116.437333,-47.330160
116.458667,-49.287620
116.480000,-51.463615
116.501333,-43.775699
116.522667,-42.211967
116.544000,-44.850677
116.565333,-44.991380
116.586667,-45.065508
116.608000,-50.510298
116.629333,-43.412986
116.650667,-48.515592
116.672000,-47.304851
116.693333,-44.380965
116.714667,-48.976079
116.736000,-46.942825
116.757333,-48.637375
116.778667,-45.232731
116.800000,-49.375406
116.821333,-47.384994
116.842667,-46.834445
116.864000,-49.337838
116.885333,-47.219942
116.906667,-46.849079
116.928000,-50.020460
116.949333,-44.313231
116.970667,-45.353427
116.992000,-46.800024
117.013333,-44.476665
117.034667,-44.639887
117.056000,-46.078044
117.077333,-45.440771
117.098667,-46.726746
117.120000,-49.060824
117.141333,-48.982441
117.162667,-48.913696
117.184000,-49.894861
117.205333,-50.254959
117.226667,-45.513942
117.248000,-44.364020
117.269333,-48.050305
117.290667,-48.648905
117.312000,-48.527215
117.333333,-45.019733
117.354667,-45.165185
117.376000,-44.978055
117.397333,-48.869648
117.418667,-45.040157
117.440000,-47.358769
117.461333,-49.821006
117.482667,-45.803860
117.504000,-46.697454
117.525333,-47.760970
117.546667,-48.074839
117.568000,-48.891057
117.589333,-47.669793
117.610667,-49.686889
117.632000,-48.610856
117.653333,-50.053580
117.674667,-42.687802
117.696000,-46.437849
117.717333,-50.537196
117.738667,-46.679404
117.760000,-50.689172
117.781333,-48.731403
117.802667,-46.051754
117.824000,-50.484363
117.845333,-44.981481
117.866667,-46.106754
117.888000,-48.438168
117.909333,-48.895789
117.930667,-49.921186
117.952000,-46.613604
117.973333,-49.348034
117.994667,-43.850882
118.016000,-47.909853
118.037333,-43.289958
118.058667,-45.762282
118.080000,-50.802197
118.101333,-47.769016
118.122667,-48.593026
118.144000,-47.370971
118.165333,-48.358454
118.186667,-48.142149
118.208000,-47.232352
118.229333,-46.953453
118.250667,-46.065834
118.272000,-48.225547
118.293333,-42.900446
118.314667,-48.168719
118.336000,-44.861290
118.357333,-45.048907
118.378667,-46.718564
118.400000,-46.911659
118.421333,-45.349066
118.442667,-46.452129
118.464000,-49.081358
118.485333,-50.082250
118.506667,-50.907667
118.528000,-46.102070
118.549333,-46.142657
118.570667,-48.646758
118.592000,-43.901322
118.613333,-48.637335
118.634667,-48.423537
118.656000,-49.388271
118.677333,-50.510354
118.698667,-48.495022
118.720000,-45.443007
118.741333,-47.716227
118.762667,-48.312313
118.784000,-49.274539
118.805333,-46.180708
118.826667,-47.172133
118.848000,-48.197896
118.869333,-48.598085
118.890667,-47.358268
118.912000,-44.612168
118.933333,-50.442856
118.954667,-50.619928
118.976000,-50.828773
118.997333,-47.373329
119.018667,-46.688888
119.040000,-49.225211
119.061333,-46.845164
119.082667,-46.469629
119.104000,-47.796178
119.125333,-47.117287
119.146667,-45.889479
119.168000,-45.776077
119.189333,-43.474892
119.210667,-43.996314
119.232000,-43.538795
119.253333,-45.155575
119.274667,-48.003494
119.296000,-47.461426
119.317333,-47.287625
119.338667,-46.145629
119.360000,-48.824546
119.381333,-48.428456
119.402667,-51.934417
119.424000,-48.244036
119.445333,-45.896171
119.466667,-47.235633
119.488000,-46.153774
119.509333,-46.339239
119.530667,-48.110589
119.552000,-47.741054
119.573333,-43.079186
119.594667,-42.617484
119.616000,-48.833737
119.637333,-46.120859
119.658667,-46.684087
119.680000,-43.560628
119.701333,-45.643703
119.722667,-46.364728
119.744000,-44.977222
119.765333,-42.419256
119.786667,-46.729753
119.808000,-45.079964
119.829333,-46.487481
119.850667,-48.476520
119.872000,-42.274617
119.893333,-43.108596
119.914667,-45.016504
119.936000,-43.035568
119.957333,-46.016562
119.978667,-47.900304
120.000000,-47.240383
120.021333,-47.606132
120.042667,-47.554345
120.064000,-44.417807
120.085333,-47.608947
120.106667,-45.755760
120.128000,-48.254461
120.149333,-46.493485
120.170667,-49.520466
120.192000,-46.422487
120.213333,-49.094969
120.234667,-46.691779
120.256000,-47.327977
120.277333,-46.828513
120.298667,-44.079865
120.320000,-44.812093
120.341333,-49.282383
120.362667,-49.842717
120.384000,-50.983791
120.405333,-48.350584
120.426667,-46.667927
120.448000,-49.343451
120.469333,-46.119246
120.490667,-43.281162
120.512000,-47.999082
120.533333,-45.515934
120.554667,-47.840337
120.576000,-48.052106
120.597333,-49.241201
120.618667,-48.526636
120.640000,-45.436428
120.661333,-49.119878
120.682667,-47.079997
120.704000,-44.551657
120.725333,-45.125619
120.746667,-45.744157
120.768000,-47.004356
120.789333,-46.117472
120.810667,-46.766035
120.832000,-48.089689
120.853333,-47.325636
120.874667,-48.693224
120.896000,-45.955815
120.917333,-42.458067
120.938667,-50.066751
120.960000,-44.788763
120.981333,-48.460578
121.002667,-46.735202
121.024000,-47.770877
121.045333,-48.592805
121.066667,-47.754069
121.088000,-50.476469
121.109333,-43.350650
121.130667,-48.530292
121.152000,-48.684956
121.173333,-48.525335
121.194667,-49.380078
121.216000,-45.616009
121.237333,-45.300637
121.258667,-48.089104
121.280000,-46.118053
121.301333,-46.540086
121.322667,-47.990531
121.344000,-45.138658
121.365333,-46.686353
121.386667,-46.526974
121.408000,-44.802561
121.429333,-49.102013
121.450667,-48.744481
121.472000,-51.388579
121.493333,-52.334245
121.514667,-44.893680
121.536000,-45.545084
121.557333,-48.236772
121.578667,-48.196746
121.600000,-50.096926
121.621333,-49.562062
121.642667,-49.818750
121.664000,-47.269248
121.685333,-46.857018
121.706667,-46.259692
121.728000,-46.844201
121.749333,-46.857383
121.770667,-45.413992
121.792000,-46.798307
121.813333,-48.947405
121.834667,-45.968303
121.856000,-48.076254
121.877333,-45.177372
121.898667,-48.147373
121.920000,-47.186136
121.941333,-48.691213
121.962667,-44.264677
121.984000,-45.453800
122.005333,-43.006991
122.026667,-45.421164
122.048000,-44.269791
122.069333,-45.656211
122.090667,-44.555022
122.112000,-43.571272
122.133333,-41.488656
122.154667,-47.303451
122.176000,-46.369536
122.197333,-46.507825
122.218667,-45.545442
122.240000,-48.783681
122.261333,-49.144877
122.282667,-49.817824
122.304000,-46.739132
122.325333,-45.347017
122.346667,-47.881564
122.368000,-44.824732
122.389333,-44.935667
122.410667,-48.269191
122.432000,-47.067306
122.453333,-45.530012
122.474667,-43.035147
122.496000,-46.700727
122.517333,-50.201842
122.538667,-52.112509
122.560000,-45.428888
122.581333,-45.212348
122.602667,-43.912586
122.624000,-46.432830
122.645333,-47.745794
122.666667,-44.110026
122.688000,-46.533429
122.709333,-46.497572
122.730667,-46.177300
122.752000,-48.285948
122.773333,-45.248117
122.794667,-48.974971
122.816000,-45.088380
122.837333,-50.042317
122.858667,-44.513631
122.880000,-43.987747
122.901333,-47.655420
122.922667,-46.544416
122.944000,-47.726532
122.965333,-47.830477
122.986667,-47.353511
123.008000,-46.335594
123.029333,-45.947607
123.050667,-40.800455
123.072000,-45.775903
123.093333,-40.916036
123.114667,-46.305283
123.136000,-46.597715
123.157333,-46.099579
123.178667,-48.965866
123.200000,-47.093106
123.221333,-45.189934
123.242667,-44.616289
123.264000,-51.112667
123.285333,-48.360087
123.306667,-45.559405
123.328000,-48.756166
123.349333,-46.821021
123.370667,-51.199425
123.392000,-50.095741
123.413333,-47.980214
123.434667,-45.376627
123.456000,-49.607762
123.477333,-42.351289
123.498667,-44.738250
123.520000,-42.297513
123.541333,-44.278655
123.562667,-40.576188
123.584000,-46.551451
123.605333,-46.465288
123.626667,-43.887355
123.648000,-47.872788
123.669333,-43.463657
123.690667,-46.590119
123.712000,-48.073442
123.733333,-46.764471
123.754667,-47.312334
123.776000,-43.832228
123.797333,-45.520742
123.818667,-46.793648
123.840000,-47.468187
123.861333,-46.824855
123.882667,-50.712754
123.904000,-46.807233
123.925333,-45.774212
123.946667,-45.266079
123.968000,-42.930662
123.989333,-50.674516
124.010667,-44.679701
124.032000,-41.027696
124.053333,-38.862772
124.074667,-43.161425
124.096000,-42.953295
124.117333,-44.974687
124.138667,-42.659425
124.160000,-42.897733
124.181333,-48.212688
124.202667,-41.952825
124.224000,-46.041733
124.245333,-46.362255
124.266667,-46.027733
124.288000,-47.861138
124.309333,-48.186711
124.330667,-45.880528
124.352000,-47.206566
124.373333,-46.490327
124.394667,-47.413105
124.416000,-47.496538
124.437333,-45.158937
124.458667,-49.146727
124.480000,-41.445215
124.501333,-40.376494
124.522667,-41.047152
124.544000,-46.134513
124.565333,-48.971201
124.586667,-46.844805
124.608000,-48.477588
124.629333,-45.453099
124.650667,-45.228412
124.672000,-50.418911
124.693333,-44.463027
124.714667,-45.200389
124.736000,-47.442117
124.757333,-44.209614
124.778667,-48.244256
124.800000,-46.841086
124.821333,-41.171199
124.842667,-45.051124
124.864000,-44.491122
124.885333,-49.320358
124.906667,-45.632465
124.928000,-49.563913
124.949333,-48.858428
124.970667,-46.657785
124.992000,-43.623316
125.013333,-43.977510
125.034667,-44.462823
125.056000,-44.561251
125.077333,-48.006175
125.098667,-47.762344
125.120000,-49.103356
125.141333,-45.865949
125.162667,-47.148751
125.184000,-45.074187
125.205333,-46.445384
125.226667,-46.365183
125.248000,-46.930435
125.269333,-49.969790
125.290667,-47.397728
125.312000,-44.195598
125.333333,-46.781817
125.354667,-46.624379
125.376000,-50.865382
125.397333,-49.232021
125.418667,-46.587475
125.440000,-45.350922
125.461333,-51.919936
125.482667,-42.900962
125.504000,-49.005398
125.525333,-46.550018
125.546667,-48.826344
125.568000,-48.348295
125.589333,-47.108035
125.610667,-46.337360
125.632000,-49.535091
125.653333,-47.719656
125.674667,-44.369389
125.696000,-47.548881
125.717333,-49.351221
125.738667,-47.425410
125.760000,-47.898372
125.781333,-49.851995
125.802667,-50.316695
125.824000,-49.074361
125.845333,-47.049394
125.866667,-44.622967
125.888000,-49.485426
125.909333,-46.060175
125.930667,-48.639619
125.952000,-49.038576
125.973333,-50.144012
125.994667,-47.226280
126.016000,-48.782219
126.037333,-48.221013
126.058667,-48.208974
126.080000,-44.446353
126.101333,-43.742344
126.122667,-44.636366
126.144000,-48.107611
126.165333,-48.226891
126.186667,-46.049405
126.208000,-47.811932
126.229333,-46.454234
126.250667,-51.361480
